"IM/mA£¨Àø´ÅµçÁ÷£©	","U1/mV£¨+B +I£©	","U2/mV£¨+B -I£©	","U3/mV£¨-B +I£©	","U4/mV£¨-B -I£©	",Uh=(U1-U2-U3+U4)/4   mA
"100					",,,,,
"200					",,,,,
"300					",,,,,
"400					",,,,,
"500					",,,,,
"600					",,,,,
"700					",,,,,
"800					",,,,,
"900					",,,,,
"1000					",,,,,
