Ich/mA（工作电流）,"	U1/mV（+B +I）","	U2/mV（+B -I）	",U3/mV（-B +I）,U4/mV（-B -I）,Uh=(U1-U2-U3+U4)/4   mA
"1.00 					",,,,,
"2.00 					",,,,,
"3.00 					",,,,,
"4.00 					",,,,,
"5.00 					",,,,,
"6.00 					",,,,,
"7.00 					",,,,,
"8.00 					",,,,,
"9.00 					",,,,,
"10.00 					",,,,,
