"IM/mA£¨Àø´ÅµçÁ÷£©	","U1/mV£¨+B +I£©	","U2/mV£¨+B -I£©	","U3/mV£¨-B +I£©	","U4/mV£¨-B -I£©	",Uh=(U1-U2-U3+U4)/4   mA
"100					",1.77,-1.77,-0.87,0.85,
"200					",3.08,-3.07,-2.18,2.16,
"300					",4.39,-4.37,-3.48,3.45,
"400					",5.69,-5.68,-4.78,4.75,
"500					",7,-6.98,-6.09,6.05,
"600					",8.3,-8.29,-7.4,7.35,
"700					",9.6,-9.6,-8.71,8.67,
"800					",10.91,-10.89,-10,9.97,
"900					",12.21,-12.19,-11.3,11.26,
"1000					",13.5,-13.48,-12.58,12.57,
