Ich/mA（工作电流）,"	U1/mV（+B +I）","	U2/mV（+B -I）	",U3/mV（-B +I）,U4/mV（-B -I）,Uh=(U1-U2-U3+U4)/4   mA
"1.00 					",1.39,-1.39,-1.24,1.24,
"2.00 					",2.79,-2.76,-2.47,2.47,
"3.00 					",4.17,-4.15,-3.7,3.7,
"4.00 					",5.56,-5.53,-4.95,4.93,
"5.00 					",6.94,-6.92,-6.18,6.17,
"6.00 					",8.31,-8.3,-7.42,7.4,
"7.00 					",9.7,-9.7,-8.63,8.62,
"8.00 					",11.08,-11.08,-9.88,9.84,
"9.00 					",12.47,-12.47,-11.11,11.05,
"10.00 					",13.84,-13.87,-12.32,12.25,
