"IM/mA£¨Àø´ÅµçÁ÷£©	","U1/mV£¨+B +I£©	","U2/mV£¨+B -I£©	","U3/mV£¨-B +I£©	","U4/mV£¨-B -I£©	",Uh=(U1-U2-U3+U4)/4   mA
"100					",1.39,-1.42,-1.22,1.19,
"200					",2.7,-2.14,2.44,2.5,
"300					",4,-4.03,-3.82,3.8,
"400					",5.31,-5.44,-5.12,5.1,
"500					",6.6,-6.63,-6.42,6.4,
"600					",7.92,-7.93,-7.74,7.7,
"700					",9.33,-9.26,-9.04,9.01,
"800					",10.53,-10.46,-10.33,10.31,
"900					",11.84,-11.85,-11.64,11.62,
"1000					",13.13,-12.14,-12.94,12.92,
