Ich/mA（工作电流）,"	U1/mV（+B +I）","	U2/mV（+B -I）	",U3/mV（-B +I）,U4/mV（-B -I）,Uh=(U1-U2-U3+U4)/4   mA
"1.00 					",1.33 ,-1.29 ,1.30 ,-1.23 ,
"2.00 					",2.05 ,-2.58 ,2.58 ,-2.65 ,
"3.00 					",3.98 ,-3.88 ,3.88 ,-3.98 ,
"4.00 					",5.30 ,-4.17 ,5.16 ,-5.30 ,
"5.00 					",6.63 ,-6.47 ,6.46 ,-6.64 ,
"6.00 					",7.93 ,-7.74 ,7.72 ,-7.95 ,
"7.00 					",9.26 ,-9.04 ,9.00 ,-9.29 ,
"8.00 					",10.58 ,-10.33 ,10.28 ,-10.64 ,
"9.00 					",11.90 ,-11.62 ,11.54 ,-11.97 ,
"10.00 					",13.20 ,-12.92 ,12.82 ,-13.30 ,
